transaction_id,timestamp,user_id,device_id,ip_id,merchant_id,amount,label
tx_000101,2025-01-02 01:15:00,u_00499,d_0405,ip_0002,m_0254,274.35,0
tx_000102,2025-01-02 01:30:00,u_02012,d_1607,ip_1395,m_0062,292.63,0
tx_000103,2025-01-02 01:45:00,u_00018,d_0759,ip_0051,m_0253,77.04,0
tx_000104,2025-01-02 02:00:00,u_01992,d_0880,ip_0701,m_0282,121.49,0
tx_000105,2025-01-02 02:15:00,u_01967,d_1005,ip_1518,m_0155,159.21,0
tx_000106,2025-01-02 02:30:00,u_01950,d_1388,ip_1787,m_0156,106.09,0
tx_000107,2025-01-02 02:45:00,u_01662,d_0216,ip_0907,m_0169,30.99,0
tx_000108,2025-01-02 03:00:00,u_01178,d_0970,ip_1779,m_0021,43.16,0
tx_000109,2025-01-02 03:15:00,u_01762,d_1470,ip_1846,m_0257,186.79,0
tx_000110,2025-01-02 03:30:00,u_00692,d_0987,ip_0984,m_0221,367.15,0
tx_000111,2025-01-02 03:45:00,u_01951,d_0494,ip_0380,m_0260,149.81,0
tx_000112,2025-01-02 04:00:00,u_01389,d_0101,ip_1450,m_0034,2356.24,0
tx_000113,2025-01-02 04:15:00,u_01147,d_0988,ip_0030,m_0240,59.16,0
tx_000114,2025-01-02 04:30:00,u_01264,d_1266,ip_1965,m_0108,231.58,0
tx_000115,2025-01-02 04:45:00,u_01421,d_0989,ip_0853,m_0245,539.8,0
tx_000116,2025-01-02 05:00:00,u_00093,d_1762,ip_1672,m_0298,430.81,0
tx_000117,2025-01-02 05:15:00,u_00349,d_1084,ip_1619,m_0263,285.74,0
tx_000118,2025-01-02 05:30:00,u_00613,d_0914,ip_1040,m_0274,432.79,0
tx_000119,2025-01-02 05:45:00,u_00286,d_0099,ip_2137,m_0034,156.87,0
tx_000120,2025-01-02 06:00:00,u_01099,d_1005,ip_1751,m_0098,782.8,0
tx_000121,2025-01-02 06:15:00,u_01671,d_0303,ip_1944,m_0087,535.48,0
tx_000122,2025-01-02 06:30:00,u_01636,d_1304,ip_0206,m_0154,63.29,0
tx_000123,2025-01-02 06:45:00,u_01177,d_0290,ip_1064,m_0292,204.7,0
tx_000124,2025-01-02 07:00:00,u_02137,d_1632,ip_2094,m_0205,31.59,0
tx_000125,2025-01-02 07:15:00,u_01413,d_0543,ip_1788,m_0163,679.79,0
tx_000126,2025-01-02 07:30:00,u_00197,d_0781,ip_0999,m_0241,185.72,0
tx_000127,2025-01-02 07:45:00,u_01912,d_0260,ip_0154,m_0052,571.79,0
tx_000128,2025-01-02 08:00:00,u_01436,d_0379,ip_0620,m_0198,133.04,0
tx_000129,2025-01-02 08:15:00,u_01586,d_1659,ip_1258,m_0150,23.19,0
tx_000130,2025-01-02 08:30:00,u_01413,d_0510,ip_1412,m_0060,2074.28,0
tx_000131,2025-01-02 08:45:00,u_01383,d_0923,ip_2033,m_0193,169.2,0
tx_000132,2025-01-02 09:00:00,u_00226,d_1766,ip_0204,m_0252,54.59,0
tx_000133,2025-01-02 09:15:00,u_01398,d_1122,ip_0872,m_0248,466.74,0
tx_000134,2025-01-02 09:30:00,u_01987,d_0074,ip_0598,m_0252,1136.67,0
tx_000135,2025-01-02 09:45:00,u_00759,d_0643,ip_2112,m_0243,121.21,0
tx_000136,2025-01-02 10:00:00,u_01507,d_0696,ip_0365,m_0140,134.39,0
tx_000137,2025-01-02 10:15:00,u_00077,d_0497,ip_0485,m_0014,188.3,0
tx_000138,2025-01-02 10:30:00,u_00868,d_0434,ip_0655,m_0289,48.86,0
tx_000139,2025-01-02 10:45:00,u_01091,d_0905,ip_0232,m_0136,74.39,0
tx_000140,2025-01-02 11:00:00,u_02456,d_0678,ip_1415,m_0189,881.77,0
tx_000141,2025-01-02 11:15:00,u_00536,d_0529,ip_1154,m_0006,130.03,0
tx_000142,2025-01-02 11:30:00,u_00691,d_0743,ip_1226,m_0266,64.23,0
tx_000143,2025-01-02 11:45:00,u_01021,d_0618,ip_1995,m_0266,94.44,0
tx_000144,2025-01-02 12:00:00,u_02481,d_0411,ip_0952,m_0278,433.9,0
tx_000145,2025-01-02 12:15:00,ring_u_23_13,ring_d_23,ring_ip_23,ring_m_7,1714.87,1
tx_000146,2025-01-02 12:30:00,u_00086,d_1696,ip_0825,m_0252,191.45,0
tx_000147,2025-01-02 12:45:00,u_00584,d_0910,ip_1760,m_0187,1741.01,0
tx_000148,2025-01-02 13:00:00,u_02054,d_1075,ip_1162,m_0043,1131.23,0
tx_000149,2025-01-02 13:15:00,u_00145,d_1771,ip_0372,m_0171,263.28,0
tx_000150,2025-01-02 13:30:00,u_02139,d_1104,ip_1517,m_0142,553.6,0
tx_000151,2025-01-02 13:45:00,u_00703,d_0401,ip_1640,m_0187,548.3,0
tx_000152,2025-01-02 14:00:00,u_02294,d_0717,ip_0549,m_0025,130.86,0
tx_000153,2025-01-02 14:15:00,u_00733,d_0878,ip_1225,m_0169,374.2,0
tx_000154,2025-01-02 14:30:00,u_01085,d_0854,ip_1240,m_0203,887.65,0
tx_000155,2025-01-02 14:45:00,u_01654,d_0269,ip_0385,m_0214,41.94,0
tx_000156,2025-01-02 15:00:00,u_00315,d_0190,ip_0020,m_0230,264.19,0
tx_000157,2025-01-02 15:15:00,u_01392,d_0629,ip_1579,m_0187,213.04,0
tx_000158,2025-01-02 15:30:00,u_01262,d_1645,ip_1353,m_0210,164.54,0
tx_000159,2025-01-02 15:45:00,u_01959,d_1291,ip_1570,m_0027,150.6,0
tx_000160,2025-01-02 16:00:00,u_02490,d_1515,ip_0830,m_0239,187.11,0
tx_000161,2025-01-02 16:15:00,ring_u_8_6,ring_d_8,ring_ip_8,ring_m_0,3314.9,1
tx_000162,2025-01-02 16:30:00,ring_u_7_7,ring_d_7,ring_ip_7,ring_m_7,911.28,1
tx_000163,2025-01-02 16:45:00,u_01015,d_1046,ip_0496,m_0163,239.01,0
tx_000164,2025-01-02 17:00:00,ring_u_24_8,ring_d_24,ring_ip_24,ring_m_0,147.61,1
tx_000165,2025-01-02 17:15:00,u_02035,d_0750,ip_0291,m_0097,64.08,0
tx_000166,2025-01-02 17:30:00,u_00803,d_0647,ip_0144,m_0115,92.53,0
tx_000167,2025-01-02 17:45:00,u_00417,d_0092,ip_2105,m_0228,192.71,0
tx_000168,2025-01-02 18:00:00,ring_u_5_15,ring_d_5,ring_ip_5,ring_m_5,2916.57,1
tx_000169,2025-01-02 18:15:00,u_00056,d_1679,ip_1442,m_0095,382.17,0
tx_000170,2025-01-02 18:30:00,u_00265,d_0145,ip_1131,m_0103,228.16,0
tx_000171,2025-01-02 18:45:00,u_00225,d_0744,ip_1780,m_0248,465.69,0
tx_000172,2025-01-02 19:00:00,u_01928,d_0932,ip_1202,m_0250,78.35,0
tx_000173,2025-01-02 19:15:00,u_01805,d_1411,ip_1533,m_0044,64.65,0
tx_000174,2025-01-02 19:30:00,u_01741,d_1776,ip_1967,m_0119,462.23,0
tx_000175,2025-01-02 19:45:00,u_01154,d_0749,ip_1824,m_0230,169.01,0
tx_000176,2025-01-02 20:00:00,u_01792,d_1348,ip_1588,m_0035,121.2,0
tx_000177,2025-01-02 20:15:00,u_00403,d_1687,ip_0357,m_0055,298.47,0
tx_000178,2025-01-02 20:30:00,u_02251,d_1494,ip_0372,m_0047,287.57,0
tx_000179,2025-01-02 20:45:00,u_01252,d_0522,ip_1093,m_0158,42.28,0
tx_000180,2025-01-02 21:00:00,u_02345,d_1471,ip_1449,m_0135,592.67,0
tx_000181,2025-01-02 21:15:00,ring_u_12_14,ring_d_12,ring_ip_12,ring_m_4,94.4,1
tx_000182,2025-01-02 21:30:00,ring_u_8_8,ring_d_8,ring_ip_8,ring_m_0,3928.98,1
tx_000183,2025-01-02 21:45:00,u_01740,d_1365,ip_0227,m_0191,39.11,0
tx_000184,2025-01-02 22:00:00,u_01239,d_1503,ip_0381,m_0242,203.85,0
tx_000185,2025-01-02 22:15:00,u_01115,d_0618,ip_0329,m_0063,123.27,0
tx_000186,2025-01-02 22:30:00,u_00415,d_0811,ip_1190,m_0199,20.59,0
tx_000187,2025-01-02 22:45:00,u_00952,d_0655,ip_1394,m_0238,286.63,0
tx_000188,2025-01-02 23:00:00,u_00596,d_0210,ip_0254,m_0167,21.67,0
tx_000189,2025-01-02 23:15:00,u_00753,d_1790,ip_1911,m_0172,110.87,0
tx_000190,2025-01-02 23:30:00,u_01709,d_0040,ip_0667,m_0050,447.77,0
tx_000191,2025-01-02 23:45:00,u_01575,d_1000,ip_1452,m_0287,87.35,0
tx_000192,2025-01-03 00:00:00,u_01517,d_0026,ip_1653,m_0286,60.12,0
tx_000193,2025-01-03 00:15:00,u_00904,d_1240,ip_0079,m_0213,330.42,0
tx_000194,2025-01-03 00:30:00,u_02399,d_1621,ip_1902,m_0270,115.64,0
tx_000195,2025-01-03 00:45:00,u_00219,d_1158,ip_2134,m_0182,98.98,0
tx_000196,2025-01-03 01:00:00,u_00856,d_1091,ip_2108,m_0198,531.12,0
tx_000197,2025-01-03 01:15:00,u_00295,d_1490,ip_0306,m_0248,46.19,0
tx_000198,2025-01-03 01:30:00,u_00847,d_1753,ip_0863,m_0011,93.73,0
tx_000199,2025-01-03 01:45:00,u_02404,d_1551,ip_0511,m_0065,352.99,0
tx_000200,2025-01-03 02:00:00,u_00915,d_0416,ip_0991,m_0061,43.3,0
tx_000201,2025-01-03 02:15:00,u_02271,d_1013,ip_2144,m_0189,875.98,0
tx_000202,2025-01-03 02:30:00,u_01237,d_1473,ip_1678,m_0072,119.48,0
tx_000203,2025-01-03 02:45:00,u_01749,d_0530,ip_1696,m_0117,355.86,0
tx_000204,2025-01-03 03:00:00,u_01143,d_1215,ip_0928,m_0148,355.11,0
tx_000205,2025-01-03 03:15:00,u_00664,d_0041,ip_2060,m_0223,127.45,0
tx_000206,2025-01-03 03:30:00,u_01910,d_1579,ip_2024,m_0155,91.93,0
tx_000207,2025-01-03 03:45:00,u_02422,d_1105,ip_1774,m_0007,142.17,0
tx_000208,2025-01-03 04:00:00,u_00658,d_1337,ip_1791,m_0206,302.68,0
tx_000209,2025-01-03 04:15:00,u_01946,d_1485,ip_1433,m_0128,55.34,0
tx_000210,2025-01-03 04:30:00,ring_u_3_17,ring_d_3,ring_ip_3,ring_m_3,119.63,1
tx_000211,2025-01-03 04:45:00,u_01792,d_0810,ip_0626,m_0195,654.72,0
tx_000212,2025-01-03 05:00:00,u_01972,d_1545,ip_1691,m_0081,71.18,0
tx_000213,2025-01-03 05:15:00,ring_u_24_7,ring_d_24,ring_ip_24,ring_m_0,81.71,1
tx_000214,2025-01-03 05:30:00,u_01842,d_1480,ip_0379,m_0290,121.24,0
tx_000215,2025-01-03 05:45:00,u_00680,d_0518,ip_2083,m_0071,126.74,0
tx_000216,2025-01-03 06:00:00,u_00198,d_1035,ip_1074,m_0265,620.42,0
tx_000217,2025-01-03 06:15:00,u_00240,d_0917,ip_1893,m_0139,136.3,0
tx_000218,2025-01-03 06:30:00,u_01117,d_1235,ip_0625,m_0279,103.87,0
tx_000219,2025-01-03 06:45:00,u_02256,d_1506,ip_0790,m_0254,113.33,0
tx_000220,2025-01-03 07:00:00,u_00318,d_0628,ip_0755,m_0249,89.71,0
tx_000221,2025-01-03 07:15:00,u_01139,d_0309,ip_0821,m_0062,75.94,0
tx_000222,2025-01-03 07:30:00,u_01760,d_0761,ip_0962,m_0237,90.07,0
tx_000223,2025-01-03 07:45:00,u_00505,d_1101,ip_0654,m_0110,783.06,0
tx_000224,2025-01-03 08:00:00,u_01804,d_1350,ip_1791,m_0273,302.32,0
tx_000225,2025-01-03 08:15:00,u_00764,d_1356,ip_0717,m_0297,105.09,0
tx_000226,2025-01-03 08:30:00,u_02021,d_0611,ip_0971,m_0183,396.1,0
tx_000227,2025-01-03 08:45:00,u_01448,d_1684,ip_1893,m_0273,30.35,0
tx_000228,2025-01-03 09:00:00,u_01367,d_0149,ip_0961,m_0159,587.38,0
tx_000229,2025-01-03 09:15:00,u_00441,d_0210,ip_0023,m_0010,541.94,0
tx_000230,2025-01-03 09:30:00,u_01158,d_0044,ip_0001,m_0262,1388.99,0
tx_000231,2025-01-03 09:45:00,u_02141,d_1667,ip_0959,m_0159,408.12,0
tx_000232,2025-01-03 10:00:00,u_00048,d_0324,ip_1426,m_0013,229.81,0
tx_000233,2025-01-03 10:15:00,u_01896,d_1082,ip_2074,m_0019,539.77,0
tx_000234,2025-01-03 10:30:00,u_01231,d_1463,ip_0287,m_0216,79.38,0
tx_000235,2025-01-03 10:45:00,u_01798,d_1380,ip_1193,m_0277,99.94,0
tx_000236,2025-01-03 11:00:00,u_01658,d_1707,ip_0635,m_0209,139.18,0
tx_000237,2025-01-03 11:15:00,u_01080,d_0096,ip_0990,m_0132,583.4,0
tx_000238,2025-01-03 11:30:00,u_00771,d_0732,ip_0973,m_0092,63.06,0
tx_000239,2025-01-03 11:45:00,u_01568,d_0911,ip_0687,m_0125,56.71,0
tx_000240,2025-01-03 12:00:00,u_00350,d_1253,ip_0040,m_0096,188.02,0
tx_000241,2025-01-03 12:15:00,u_01460,d_1120,ip_0162,m_0081,304.15,0
tx_000242,2025-01-03 12:30:00,u_00236,d_1007,ip_1149,m_0038,73.47,0
tx_000243,2025-01-03 12:45:00,u_01624,d_0552,ip_0493,m_0170,290.16,0
tx_000244,2025-01-03 13:00:00,u_01571,d_0191,ip_0719,m_0065,583.12,0
tx_000245,2025-01-03 13:15:00,u_00211,d_0776,ip_0199,m_0043,492.98,0
tx_000246,2025-01-03 13:30:00,u_01893,d_0467,ip_0109,m_0082,211.3,0
tx_000247,2025-01-03 13:45:00,u_01039,d_0997,ip_0278,m_0239,135.56,0
tx_000248,2025-01-03 14:00:00,u_01967,d_1434,ip_0829,m_0171,841.87,0
tx_000249,2025-01-03 14:15:00,u_00104,d_0994,ip_0359,m_0147,150.72,0
tx_000250,2025-01-03 14:30:00,u_00448,d_1049,ip_0509,m_0177,380.07,0
tx_000251,2025-01-03 14:45:00,u_01234,d_0075,ip_0664,m_0169,1051.82,0
tx_000252,2025-01-03 15:00:00,u_00470,d_1160,ip_0640,m_0149,342.16,0
tx_000253,2025-01-03 15:15:00,u_00824,d_0791,ip_0024,m_0252,54.76,0
tx_000254,2025-01-03 15:30:00,u_01651,d_0222,ip_0258,m_0219,42.99,0
tx_000255,2025-01-03 15:45:00,u_00361,d_0384,ip_2090,m_0055,110.21,0
tx_000256,2025-01-03 16:00:00,u_01694,d_1405,ip_1469,m_0245,301.72,0
tx_000257,2025-01-03 16:15:00,u_00258,d_1650,ip_0272,m_0052,231.55,0
tx_000258,2025-01-03 16:30:00,u_00437,d_0913,ip_0624,m_0023,1348.95,0
tx_000259,2025-01-03 16:45:00,u_01469,d_1757,ip_0842,m_0126,229.31,0
tx_000260,2025-01-03 17:00:00,u_01983,d_0324,ip_1992,m_0117,106.97,0
tx_000261,2025-01-03 17:15:00,u_00426,d_0539,ip_1934,m_0235,47.78,0
tx_000262,2025-01-03 17:30:00,u_00749,d_1674,ip_1694,m_0208,483.2,0
tx_000263,2025-01-03 17:45:00,u_02312,d_0315,ip_0234,m_0017,147.52,0
tx_000264,2025-01-03 18:00:00,u_02474,d_1186,ip_1079,m_0149,32.91,0
tx_000265,2025-01-03 18:15:00,u_01452,d_0395,ip_1063,m_0238,151.75,0
tx_000266,2025-01-03 18:30:00,u_01117,d_0596,ip_1402,m_0219,54.83,0
tx_000267,2025-01-03 18:45:00,u_00867,d_0859,ip_1858,m_0150,96.97,0
tx_000268,2025-01-03 19:00:00,u_01531,d_0647,ip_0706,m_0184,149.33,0
tx_000269,2025-01-03 19:15:00,u_01477,d_1574,ip_1225,m_0168,60.03,0
tx_000270,2025-01-03 19:30:00,u_00736,d_1751,ip_0580,m_0069,91.14,0
tx_000271,2025-01-03 19:45:00,u_00057,d_0900,ip_0462,m_0169,70.52,0
tx_000272,2025-01-03 20:00:00,u_00378,d_0945,ip_0689,m_0202,72.44,0
tx_000273,2025-01-03 20:15:00,u_02396,d_0099,ip_1618,m_0016,54.16,0
tx_000274,2025-01-03 20:30:00,u_01045,d_0421,ip_0963,m_0208,91.58,0
tx_000275,2025-01-03 20:45:00,u_01205,d_0071,ip_1498,m_0074,60.66,0
tx_000276,2025-01-03 21:00:00,u_01167,d_1541,ip_1520,m_0002,266.82,0
tx_000277,2025-01-03 21:15:00,u_01956,d_0409,ip_0796,m_0226,181.42,0
tx_000278,2025-01-03 21:30:00,u_00162,d_0613,ip_2101,m_0116,490.15,0
tx_000279,2025-01-03 21:45:00,u_00206,d_1516,ip_0101,m_0123,979.17,0
tx_000280,2025-01-03 22:00:00,u_00689,d_1283,ip_1973,m_0187,292.17,0
tx_000281,2025-01-03 22:15:00,u_01216,d_1118,ip_0017,m_0168,232.66,0
tx_000282,2025-01-03 22:30:00,u_01677,d_0069,ip_0841,m_0186,311.17,0
tx_000283,2025-01-03 22:45:00,u_01226,d_1013,ip_1815,m_0283,236.65,0
tx_000284,2025-01-03 23:00:00,u_01102,d_1009,ip_1505,m_0195,156.05,0
tx_000285,2025-01-03 23:15:00,u_02344,d_0574,ip_0707,m_0013,144.12,0
tx_000286,2025-01-03 23:30:00,u_00402,d_1340,ip_1948,m_0066,53.43,0
tx_000287,2025-01-03 23:45:00,u_01429,d_1672,ip_0303,m_0134,343.41,0
tx_000288,2025-01-04 00:00:00,u_01355,d_0466,ip_1475,m_0141,143.84,0
tx_000289,2025-01-04 00:15:00,u_01183,d_0596,ip_1140,m_0108,632.4,0
tx_000290,2025-01-04 00:30:00,u_02018,d_0580,ip_0455,m_0055,370.6,0
tx_000291,2025-01-04 00:45:00,u_00667,d_1502,ip_2025,m_0031,79.36,0
tx_000292,2025-01-04 01:00:00,u_02384,d_0139,ip_1684,m_0043,516.3,0
tx_000293,2025-01-04 01:15:00,u_00828,d_1612,ip_0018,m_0285,11.46,0
tx_000294,2025-01-04 01:30:00,u_01362,d_1395,ip_0191,m_0118,1022.72,0
tx_000295,2025-01-04 01:45:00,u_01301,d_0870,ip_0123,m_0288,38.92,0
tx_000296,2025-01-04 02:00:00,u_02124,d_1050,ip_0913,m_0100,243.5,0
tx_000297,2025-01-04 02:15:00,u_01097,d_1609,ip_0917,m_0093,227.56,0
tx_000298,2025-01-04 02:30:00,u_00711,d_1385,ip_1592,m_0146,456.56,0
